"","Beta","model","out","exposure","pop","se","iqr","Lower","Upper","beta_exp","Lower_exp","Upper_exp","beta_ci"
"27",-0.0274187462824971,"excl 1yr","cvd","occur_bs_1000m","full",0.0146994443546742,0.0322254268358965,-0.0562291278104091,0.00139163524541494,0.999116809440313,0.998189633050418,1.00004484704538,"1 (1, 1)"
"28",-0.0408020316979196,"model park only","res","park","full",0.0122648738187369,0.159118870754791,-0.0648407426575722,-0.016763320738267,0.99352865671069,0.989735655900001,0.997336193579634,"0.99 (0.99, 1)"
"29",-0.0173340506276162,"model ndvi only","res","ndvi_summer","full",0.01567344175954,0.274767457777641,-0.0480534319901007,0.0133853307348683,0.995248491279546,0.98688326474445,1.00368462489908,"1 (0.99, 1)"
"30",-0.0984886874181581,"model blue only","res","occur_bs_1000m","full",0.0215797386889956,0.0322254268358965,-0.140784198044375,-0.0561931767919411,0.996831191315325,0.995473444997622,0.998190789490626,"1 (1, 1)"
"31",-0.0377461745742801,"model blue no buffer","res","park","full",0.0120886570178358,0.159118870754791,-0.0614395069506956,-0.0140528421978646,0.994011872060976,0.990271446585859,0.997766425766068,"0.99 (0.99, 1)"
"32",-0.0352908080077442,"model blue no buffer","res","ndvi_summer","full",0.0166147731607651,0.274767457777641,-0.0678551650141465,-0.0027264510013419,0.990350096439948,0.981528340316315,0.999251140524926,"0.99 (0.98, 1)"
"33",-0.139899504227344,"model blue no buffer","res","occur_bs","full",0.0357803168779384,0.03222543,-0.210027636663534,-0.0697713717911541,0.995501825546959,0.993254621984474,0.997754113328273,"1 (0.99, 1)"
"34",-0.0322764363678601,"model no2","res","park","full",0.0124184348199915,0.159118870754791,-0.0566161213594016,-0.00793675137631862,0.994877375514902,0.991031763401758,0.998737910189634,"0.99 (0.99, 1)"
"35",0.0559189377721085,"model no2","res","ndvi_summer","full",0.0174452725266684,0.274767457777641,0.0217268319193524,0.0901110436248646,1.01548334830768,1.00598768129809,1.02506864632731,"1.02 (1.01, 1.03)"
"36",-0.0727503268569264,"model no2","res","occur_bs_1000m","full",0.0234401262487903,0.0322254268358965,-0.118692130097627,-0.0268085236162255,0.997658335648172,0.996182401075554,0.999136456951714,"1 (1, 1)"
"37",0.00760418107030246,"model pm25","res","park","full",0.0124009606288942,0.159118870754791,-0.0167012551360293,0.0319096172766343,1.00121070101238,0.997346043129568,1.00509033421961,"1 (1, 1.01)"
"38",-0.0590072550299496,"model pm25","res","ndvi_summer","full",0.0169009496745135,0.274767457777641,-0.09213250769652,-0.0258820023633792,0.983917454201764,0.975002723242995,0.992913695115504,"0.98 (0.98, 0.99)"
"39",-0.0725451385455959,"model pm25","res","occur_bs_1000m","full",0.0233448291338341,0.0322254268358965,-0.118300162873152,-0.0267901142180397,0.997664932467153,0.996194984244859,0.999137049690307,"1 (1, 1)"
"40",-0.0413291538638073,"excl 1yr","res","park","full",0.0137652568048259,0.159118870754791,-0.068308561439211,-0.0143497462884036,0.993445327906019,0.989189674958172,0.997719289356747,"0.99 (0.99, 1)"
"41",-0.0637964516561738,"excl 1yr","res","ndvi_summer","full",0.0193961521833584,0.274767457777641,-0.101812211374214,-0.0257806919381334,0.982623553607934,0.972412985565076,0.992941335048088,"0.98 (0.97, 0.99)"
"42",-0.107401827982841,"excl 1yr","res","occur_bs_1000m","full",0.0242603705581148,0.0322254268358965,-0.154951280528342,-0.0598523754373401,0.99654491284815,0.995019074999241,0.998073090532748,"1 (1, 1)"
"43",-0.0163959116881255,"ipw","cvd","park","full",0.00927824552251801,0.159118870754791,-0.0345809387519808,0.00178911537572985,0.997394501266478,0.994512630990262,1.00028472254401,"1 (0.99, 1)"
"44",-0.140606135749931,"ipw","cvd","ndvi_summer","full",0.0134273899007362,0.274767457777641,-0.166923336361751,-0.114288935138112,0.962102783500728,0.955170805300638,0.969085069270417,"0.96 (0.96, 0.97)"
"45",-0.0336720597392419,"ipw","cvd","occur_bs_1000m","full",0.0158708340263459,0.0322254268358965,-0.0647783228354927,-0.00256579664299111,0.998915492006783,0.99791466822871,0.999917319526224,"1 (1, 1)"
"46",-0.0268453063075334,"ipw","res","park","full",0.0140409878661852,0.159118870754791,-0.0543651368326204,0.000674524217553606,0.995737515460021,0.991386788904208,1.00010733529181,"1 (0.99, 1)"
"47",-0.000824381744531235,"ipw","res","ndvi_summer","full",0.0203636662340847,0.274767457777641,-0.0407364341565316,0.0390876706674691,0.999773512376012,0.988869362626057,1.0107979009424,"1 (0.99, 1.01)"
"48",-0.0945566708027704,"ipw","res","occur_bs_1000m","full",0.0237953232948274,0.0322254268358965,-0.141194647461119,-0.0479186941444217,0.996957508709165,0.995460278049377,0.998456991291704,"1 (1, 1)"
"49",-0.0513459098594187,"model park only","cvd","park","urban",0.0140994562954352,0.159118870754791,-0.0789803364000682,-0.0237114833187692,0.991863181390551,0.987511376329239,0.996234164162363,"0.99 (0.99, 1)"
"50",-0.0911415268791483,"model ndvi only","cvd","ndvi_summer","urban",0.0171748487114089,0.274767457777641,-0.124803611793434,-0.0574794419648627,0.975268242179743,0.966289334853975,0.984330582876714,"0.98 (0.97, 0.98)"
"51",0.0430099329517504,"model blue only","cvd","occur_bs_1000m","urban",0.0175366436286352,0.0322254268358965,0.00863874302991161,0.0773811228735892,1.00138697440811,1.00027842593477,1.00249675141911,"1 (1, 1)"
"52",-0.0476707933823675,"model blue no buffer","cvd","park","urban",0.0141783962104286,0.159118870754791,-0.0754599393133467,-0.0198816474513883,0.992443373148208,0.988064697250857,0.996841453445562,"0.99 (0.99, 1)"
"53",-0.0867647234415471,"model blue no buffer","cvd","ndvi_summer","urban",0.0183074400819559,0.274767457777641,-0.122646646651306,-0.0508828002317885,0.976441808369294,0.966862189329017,0.986116341764449,"0.98 (0.97, 0.99)"
"54",0.0102918058970904,"model blue no buffer","cvd","occur_bs","urban",0.032192082776353,0.03222543,-0.0528035169318937,0.0733871287260745,1.00033171287506,0.998299830889107,1.0023677304366,"1 (1, 1)"
"55",-0.0604015597240074,"model no2","cvd","park","urban",0.0150554008564794,0.159118870754791,-0.0899096031755205,-0.0308935162724943,0.990435010344345,0.985795534517067,0.9950963210605,"0.99 (0.99, 1)"
"56",-0.0448869706319151,"model no2","cvd","ndvi_summer","urban",0.0182233623899247,0.274767457777641,-0.0806041045933893,-0.00916983667044093,0.987742266819724,0.978096067830841,0.997483598749014,"0.99 (0.98, 1)"
"57",0.0520182734487228,"model no2","cvd","occur_bs_1000m","urban",0.0189178892417061,0.0322254268358965,0.0149398918714611,0.0890966550259845,1.00167771685995,1.00048156030539,1.00287530351633,"1 (1, 1)"
"58",-0.0446819978470179,"model pm25","cvd","park","urban",0.0147112500629005,0.159118870754791,-0.0735155181378655,-0.0158484775561703,0.992915465433642,0.988370445936279,0.997481385193974,"0.99 (0.99, 1)"
"59",-0.0829621812236949,"model pm25","cvd","ndvi_summer","urban",0.0178724731701465,0.274767457777641,-0.11799158495184,-0.0479327774955494,0.977462542425133,0.968099654794711,0.986915982370438,"0.98 (0.97, 0.99)"
"60",0.0465652182857151,"model pm25","cvd","occur_bs_1000m","urban",0.0189729348549556,0.0322254268358965,0.00937894928897746,0.0837514872824527,1.00150171047456,1.00030228632342,1.00270257280925,"1 (1, 1)"
"61",-0.0561036268702208,"excl 1yr","cvd","park","urban",0.0156048952494978,0.159118870754791,-0.0866886595417567,-0.0255185941986849,0.991112582903743,0.986300896950168,0.995947742750314,"0.99 (0.99, 1)"
"62",-0.0711921657950373,"excl 1yr","cvd","ndvi_summer","urban",0.0186720677169515,0.274767457777641,-0.107788746037155,-0.0345955855529193,0.980628790206943,0.970817440970891,0.990539295648653,"0.98 (0.97, 0.99)"
"63",0.0343834562180779,"excl 1yr","cvd","occur_bs_1000m","urban",0.019119291086388,0.0322254268358965,-0.00308966572118025,0.0718565781573361,1.00110863563539,0.999900439159864,1.00231829199498,"1 (1, 1)"
"64",-0.0228429489094483,"model park only","res","park","urban",0.0213312853805242,0.159118870754791,-0.0646514999992215,0.0189656021803249,0.996371853451592,0.989765459346085,1.00302234329985,"1 (0.99, 1)"
"65",0.0546075467170537,"model ndvi only","res","ndvi_summer","urban",0.0245080824849117,0.274767457777641,0.00657258771648987,0.102642505717618,1.01511750755902,1.00180756489736,1.02860428515373,"1.02 (1, 1.03)"
"66",-0.000119363608063461,"model blue only","res","occur_bs_1000m","urban",0.0244291061550481,0.0322254268358965,-0.0479995318464635,0.0477608046303366,0.999996153464179,0.998454390285222,1.00154029735649,"1 (1, 1)"
"67",-0.0317391264206305,"model blue no buffer","res","park","urban",0.02169281625938,0.159118870754791,-0.0742562650122602,0.0107780121709992,0.994962437338446,0.988253956733745,1.00171645655366,"0.99 (0.99, 1)"
"68",0.0692980659297685,"model blue no buffer","res","ndvi_summer","urban",0.0260078082269399,0.274767457777641,0.0183236984881418,0.120272433371395,1.01922328650801,1.00504745173253,1.03359906636193,"1.02 (1.01, 1.03)"
"69",0.107444076247237,"model blue no buffer","res","occur_bs","urban",0.0403751490039143,0.03222543,0.0283102383291268,0.186577914165347,1.00346843269835,1.00091272588455,1.00603066519331,"1 (1, 1.01)"
"70",-0.036024978394854,"model no2","res","park","urban",0.0223674082309029,0.159118870754791,-0.0798642929549284,0.00781433616522043,0.994284144138625,0.98737248850522,1.00124418169896,"0.99 (0.99, 1)"
"71",0.0928841917890986,"model no2","res","ndvi_summer","urban",0.0258429597611553,0.274767457777641,0.0422329214033164,0.143535462174881,1.02585001642955,1.01167182274536,1.0402269120758,"1.03 (1.01, 1.04)"
"72",0.0378783544834042,"model no2","res","occur_bs_1000m","urban",0.0254929624624239,0.0322254268358965,-0.0120869338021782,0.0878436427689866,1.00122139143278,0.999610569246936,1.00283480937762,"1 (1, 1)"
"73",-0.0212600279785854,"model pm25","res","park","urban",0.0221677580749842,0.159118870754791,-0.0647080354235514,0.0221879794663806,0.996622843819403,0.989756555601678,1.0035367658857,"1 (0.99, 1)"
"74",0.0585677917080454,"model pm25","res","ndvi_summer","urban",0.0258428218026179,0.274767457777641,0.00791679171602785,0.109218791700063,1.01622270526896,1.00217764436444,1.03046460127245,"1.02 (1, 1.03)"
"75",0.0344503007150471,"model pm25","res","occur_bs_1000m","urban",0.0255830415954169,0.0322254268358965,-0.0156915394269601,0.0845921408570543,1.00111079211826,0.99949446127204,1.00272973681128,"1 (1, 1)"
"76",-0.0221832790026358,"excl 1yr","res","park","urban",0.0224787963950169,0.159118870754791,-0.0662409103526777,0.0218743523474061,0.996476444039584,0.98951517418437,1.00348668664353,"1 (0.99, 1)"
"77",0.0456283178214337,"excl 1yr","res","ndvi_summer","urban",0.025786315227869,0.274767457777641,-0.00491193131918628,0.0961685669620537,1.01261609675858,0.998651271471608,1.02677620177018,"1.01 (1, 1.03)"
"78",-0.00395917756270017,"excl 1yr","res","occur_bs_1000m","urban",0.0289506463272002,0.0322254268358965,-0.0607014016931693,0.052783046567769,0.999872421951894,0.998045783393518,1.00170240365192,"1 (1, 1)"
"79",-0.0402131031806534,"ipw","cvd","park","urban",0.0165706545851247,0.159118870754791,-0.0726909893677513,-0.00773521699355553,0.99362176428653,0.988500126754592,0.99876993815397,"0.99 (0.99, 1)"
"80",-0.101364714341618,"ipw","cvd","ndvi_summer","urban",0.0200647774088802,0.274767457777641,-0.140690955420836,-0.0620384732623996,0.972532558504444,0.962080361297271,0.983098310078647,"0.97 (0.96, 0.98)"
"81",0.0164194321430552,"ipw","cvd","occur_bs_1000m","urban",0.0201255564161604,0.0322254268358965,-0.0230259336014483,0.0558647978875587,1.00052926321959,0.999258254690559,1.00180188841046,"1 (1, 1)"
"82",-0.0195812069529465,"ipw","res","park","urban",0.0229944910850712,0.159118870754791,-0.0646495813225134,0.0254871674166204,0.996889109340811,0.98976576151922,1.00406372392284,"1 (0.99, 1)"
"83",0.0854765127151413,"ipw","res","ndvi_summer","urban",0.0270423382441499,0.274767457777641,0.0324745036988573,0.138478521731425,1.02376413594883,1.0089628648949,1.03878253850723,"1.02 (1.01, 1.04)"
"84",0.0211184646500675,"ipw","res","occur_bs_1000m","urban",0.0274204819507536,0.0322254268358965,-0.0326246924121401,0.0748616217122751,1.00068078316521,0.998949207830774,1.00241536000674,"1 (1, 1)"
