"","Beta","model","out","strata","exposure","pop","se","iqr","Lower","Upper","beta_exp","Lower_exp","Upper_exp","beta_ci"
"35",-0.170573361409279,"model 5","cvd","q_medianhousevalue 2","ndvi_summer","full",0.0164547963459469,0.274767457777641,-0.202824169620276,-0.138322553198282,0.954213336966754,0.945794956355187,0.962706648335401,"0.95 (0.95, 0.96)"
"36",-0.0193341757884349,"model 5","cvd","q_medianhousevalue 2","occur_bs_1000m","full",0.0195552284273929,0.0322254268358965,-0.0576617192155788,0.018993367638709,0.999377141989332,0.998143551821767,1.00061225673189,"1 (1, 1)"
"37",-0.032759784514938,"model 5","cvd","q_medianhousevalue 3","park","full",0.011518443750791,0.159118870754791,-0.0553355194244388,-0.0101840496054372,0.994800862625974,0.991233724472391,0.998380837786907,"0.99 (0.99, 1)"
"38",-0.0671936950195076,"model 5","cvd","q_medianhousevalue 3","ndvi_summer","full",0.019628570873455,0.274767457777641,-0.105664986999471,-0.0287224030395439,0.981706749725571,0.971384116978798,0.992139078261027,"0.98 (0.97, 0.99)"
"39",0.0348026347762628,"model 5","cvd","q_medianhousevalue 3","occur_bs_1000m","full",0.0192291145696453,0.0322254268358965,-0.0028857372348364,0.072491006787362,1.00112215891036,0.99990701020969,1.00233878433472,"1 (1, 1)"
"40",-0.0442413235264394,"model 5","res","q_medianhousevalue 1","park","full",0.0202415180063185,0.159118870754791,-0.0839139698112426,-0.00456867724163615,0.992985090710191,0.986736450360024,0.999273301409879,"0.99 (0.99, 1)"
"41",-0.0222637238806439,"model 5","res","q_medianhousevalue 1","ndvi_summer","full",0.0278711064242374,0.274767457777641,-0.0768900886814321,0.0323626409201443,0.993901326059113,0.979094715250359,1.00893185363529,"0.99 (0.98, 1.01)"
"42",-0.20623585397245,"model 5","res","q_medianhousevalue 1","occur_bs_1000m","full",0.0483231558978887,0.0322254268358965,-0.300947499151626,-0.111524208793274,0.993375997645688,0.990348713896184,0.996412535152753,"0.99 (0.99, 1)"
"43",0.0230450047772634,"model 5","res","q_medianhousevalue 2","park","full",0.0184863652112576,0.159118870754791,-0.0131876052418557,0.0592776147963825,1.00367362642179,0.997903803241474,1.00947681039242,"1 (1, 1.01)"
"44",-0.0824185650946618,"model 5","res","q_medianhousevalue 2","ndvi_summer","full",0.0242346677117447,0.274767457777641,-0.129917640986977,-0.0349194892023465,0.977608554975992,0.964932488750535,0.99045114337458,"0.98 (0.96, 0.99)"
"45",-0.0721434881871527,"model 5","res","q_medianhousevalue 2","occur_bs_1000m","full",0.0299971763334061,0.0322254268358965,-0.130936873438526,-0.0133501029357795,0.997677845681357,0.99578939293325,0.999569879762834,"1 (1, 1)"
"46",-0.0466479513093211,"model 5","res","q_medianhousevalue 3","park","full",0.0160001940023021,0.159118870754791,-0.078007755299487,-0.0152881473191552,0.992604909901525,0.987664211471929,0.997570323715853,"0.99 (0.99, 1)"
"47",-0.0292079046569388,"model 5","res","q_medianhousevalue 3","ndvi_summer","full",0.0283308388290892,0.274767457777641,-0.0847353284137625,0.0263195190998849,0.992006735690632,0.97698643558947,1.00725795958655,"0.99 (0.98, 1.01)"
"48",-0.00701216623514597,"model 5","res","q_medianhousevalue 3","occur_bs_1000m","full",0.0262108351695288,0.0322254268358965,-0.0583844591721382,0.0443601267018463,0.999774055479337,0.998120304726695,1.00143054627397,"1 (1, 1)"
"49",-0.00612026183486327,"model 5","cvd","q_poverty 1","park","full",0.0112563270229646,0.159118870754791,-0.0281822573980788,0.0159417337283523,0.999026624885305,0.995525710618115,1.00253985063835,"1 (1, 1)"
"50",-0.177074723561265,"model 5","cvd","q_poverty 1","ndvi_summer","full",0.0159984954933414,0.274767457777641,-0.20843119853504,-0.145718248587489,0.952510287390523,0.944338959005064,0.960752321963571,"0.95 (0.94, 0.96)"
"51",-0.0289292490190225,"model 5","cvd","q_poverty 1","occur_bs_1000m","full",0.0195873388971008,0.0322254268358965,-0.0673197278103206,0.00946122977227556,0.999068177019241,0.997832944499388,1.00030493865215,"1 (1, 1)"
"52",-0.0153433748200482,"model 5","cvd","q_poverty 2","park","full",0.0120064180467834,0.159118870754791,-0.0388755217750754,0.008188772134979,0.997561557368152,0.993833263727468,1.0013038374329,"1 (0.99, 1)"
"53",-0.142783720846003,"model 5","cvd","q_poverty 2","ndvi_summer","full",0.0181591035310936,0.274767457777641,-0.178374909758481,-0.107192531933525,0.961527301184377,0.952170064955636,0.97097649353846,"0.96 (0.95, 0.97)"
"54",0.014103071460268,"model 5","cvd","q_poverty 2","occur_bs_1000m","full",0.0224618218770695,0.0322254268358965,-0.0299212904459421,0.0581274333664781,1.00045458078805,0.999036238360756,1.00187493685125,"1 (1, 1)"
"55",-0.0339976112208849,"model 5","cvd","q_poverty 3","park","full",0.0134586220415945,0.159118870754791,-0.060376025703947,-0.00761919673782275,0.994604944363504,0.990439034434936,0.998788376628056,"0.99 (0.99, 1)"
"56",-0.0627416807848905,"model 5","cvd","q_poverty 3","ndvi_summer","full",0.0192875964959034,0.274767457777641,-0.100544675265202,-0.0249386863045789,0.982908375605329,0.972751714280563,0.99317108430863,"0.98 (0.97, 0.99)"
"57",-0.00520512564751584,"model 5","cvd","q_poverty 3","occur_bs_1000m","full",0.0303918350721762,0.0322254268358965,-0.0647720278130625,0.0543617765180308,0.999832276671405,0.997914870665486,1.001753366805,"1 (1, 1)"
"58",-0.00810168720362964,"model 5","res","q_poverty 1","park","full",0.014666445296367,0.159118870754791,-0.0368473917657358,0.0206440173584766,0.998711699253785,0.994154039150205,1.00329025377091,"1 (0.99, 1)"
"59",-0.0640681958118598,"model 5","res","q_poverty 1","ndvi_summer","full",0.0220226691807422,0.274767457777641,-0.107231834249555,-0.0209045573741649,0.982550187333724,0.970966008022389,0.99427257252375,"0.98 (0.97, 0.99)"
"60",-0.0517265869488606,"model 5","res","q_poverty 1","occur_bs_1000m","full",0.0280199842490256,0.0322254268358965,-0.10664474692433,0.00319157302660916,0.998334477181899,0.996569226110337,1.00010285509228,"1 (1, 1)"
"61",-0.0396261019766033,"model 5","res","q_poverty 2","park","full",0.0170616050017272,0.159118870754791,-0.0730662332984371,-0.00618597065476955,0.993714575843469,0.988441106765019,0.999016179603825,"0.99 (0.99, 1)"
"62",-0.0608852093292925,"model 5","res","q_poverty 2","ndvi_summer","full",0.0276070147860522,0.274767457777641,-0.11499396403062,-0.00677645462796545,0.983409883043268,0.968897357265596,0.99813978314121,"0.98 (0.97, 1)"
"63",-0.0622812548014106,"model 5","res","q_poverty 2","occur_bs_1000m","full",0.0332822049273086,0.0322254268358965,-0.127513177785017,0.00295066818219578,0.997994972738183,0.995899264491492,1.00009509106249,"1 (1, 1)"
"64",-0.0317287962403049,"model 5","res","q_poverty 3","park","full",0.0225731744598365,0.159118870754791,-0.0759714051983238,0.012513812717714,0.994964072786042,0.987984287990038,1.00199316747127,"0.99 (0.99, 1)"
"65",-0.0595037537013556,"model 5","res","q_poverty 3","ndvi_summer","full",0.0295034740640567,0.274767457777641,-0.117329500285718,-0.0016780071169929,0.983783235687278,0.968275786846556,0.999539044522966,"0.98 (0.97, 1)"
"66",-0.131119436178904,"model 5","res","q_poverty 3","occur_bs_1000m","full",0.0427795066733729,0.0322254268358965,-0.214965728535106,-0.0472731438227022,0.995783534559934,0.993096576507854,0.998477762543,"1 (0.99, 1)"
"67",-0.116950270793917,"model 5","cvd","q_medhouseholdincome 1","park","urban",0.0332337405445868,0.159118870754791,-0.182087205332856,-0.0518133362549783,0.981563083270108,0.971442197152158,0.991789412960628,"0.98 (0.97, 0.99)"
"68",-0.0270387784506371,"model 5","cvd","q_medhouseholdincome 1","ndvi_summer","urban",0.0319105967111288,0.274767457777641,-0.0895823987296318,0.0355048418283576,0.992598153182568,0.975686134335736,1.00980331587086,"0.99 (0.98, 1.01)"
"69",0.0405944010993947,"model 5","cvd","q_medhouseholdincome 1","occur_bs_1000m","urban",0.0344193058494579,0.0322254268358965,-0.0268661987384116,0.108055000937201,1.00130902793268,0.999134599952995,1.00348818814467,"1 (1, 1)"
"70",-0.0287488506818092,"model 5","cvd","q_medhouseholdincome 2","park","urban",0.0231429283662985,0.159118870754791,-0.0741081567765446,0.0166104554129262,0.995435962362966,0.988277247006568,1.00264653280933,"1 (0.99, 1)"
"71",-0.108811376402855,"model 5","cvd","q_medhouseholdincome 2","ndvi_summer","urban",0.0296248844280132,0.274767457777641,-0.166875082927922,-0.0507476698777877,0.970544693623165,0.955183469491251,0.986152956375791,"0.97 (0.96, 0.99)"
"72",0.0473263678441672,"model 5","cvd","q_medhouseholdincome 2","occur_bs_1000m","urban",0.0284906725888585,0.0322254268358965,-0.00851432432531798,0.103167060013652,1.00152627597975,0.999725659902526,1.00333013516494,"1 (1, 1)"
"73",-0.0235507223839899,"model 5","cvd","q_medhouseholdincome 3","park","urban",0.0188291414295369,0.159118870754791,-0.0604551614456932,0.0133537166777134,0.996259648256257,0.990426562915176,1.00212708736557,"1 (0.99, 1)"
"74",-0.084814217622762,"model 5","cvd","q_medhouseholdincome 3","ndvi_summer","urban",0.025425562031633,0.274767457777641,-0.134647403491452,-0.0349810317540723,0.976965258477922,0.963679291630913,0.990434395095823,"0.98 (0.96, 0.99)"
"75",0.0310971615384744,"model 5","cvd","q_medhouseholdincome 3","occur_bs_1000m","urban",0.0274646058222334,0.0322254268358965,-0.0227324767226921,0.0849267997996409,1.00100262159328,0.9992677044939,1.00274055083579,"1 (1, 1)"
"76",-0.118745931657751,"model 5","res","q_medhouseholdincome 1","park","urban",0.0444263165330408,0.159118870754791,-0.205819912028287,-0.0316719512872147,0.981282667664683,0.967780637072752,0.994973072380998,"0.98 (0.97, 0.99)"
"77",0.102681410910319,"model 5","res","q_medhouseholdincome 1","ndvi_summer","urban",0.0393177913330276,0.274767457777641,0.0256199559459238,0.179742865874714,1.02861528086979,1.0070643658992,1.05062737980419,"1.03 (1.01, 1.05)"
"78",-0.0224140102870013,"model 5","res","q_medhouseholdincome 1","occur_bs_1000m","urban",0.0499895537609133,0.0322254268358965,-0.12039173526162,0.0755637146876176,0.999277959748005,0.996127841159651,1.00243804015723,"1 (1, 1)"
"79",-0.00983911495505674,"model 5","res","q_medhouseholdincome 2","park","urban",0.0306155178620882,0.159118870754791,-0.0698444273327923,0.0501661974226788,0.998435636034055,0.988947961132355,1.00801433288896,"1 (0.99, 1.01)"
"80",0.0977150044394504,"model 5","res","q_medhouseholdincome 2","ndvi_summer","urban",0.0409576283308427,0.274767457777641,0.0174395280188214,0.177990480860079,1.02721258266383,1.00480331388287,1.05012162619708,"1.03 (1, 1.05)"
"81",0.0932396447548111,"model 5","res","q_medhouseholdincome 2","occur_bs_1000m","urban",0.0359372404497501,0.0322254268358965,0.0228039477695449,0.163675341740077,1.00300920594781,1.00073513703129,1.00528844245489,"1 (1, 1.01)"
"82",0.0235802218609915,"model 5","res","q_medhouseholdincome 3","park","urban",0.0253809209246853,0.159118870754791,-0.0261654690458507,0.0733259127678337,1.00375910605712,0.995845235129578,1.01173586763359,"1 (1, 1.01)"
"83",0.0024235047717046,"model 5","res","q_medhouseholdincome 3","ndvi_summer","urban",0.0385228757054263,0.274767457777641,-0.073079944191844,0.0779269537352532,1.00066612200582,0.980120269880065,1.02164266825407,"1 (0.98, 1.02)"
"84",0.00454020210522809,"model 5","res","q_medhouseholdincome 3","occur_bs_1000m","urban",0.0355877401458027,0.0322254268358965,-0.0652104868717154,0.0742908910821716,1.00014632065459,0.997900770696682,1.00239692371472,"1 (1, 1)"
"85",-0.0581185400000786,"model 5","cvd","q_medianhousevalue 1","park","urban",0.029498575573078,0.159118870754791,-0.115934685718544,-0.000302394281612745,0.990794872536278,0.981721715454789,0.999951884520974,"0.99 (0.98, 1)"
"86",-0.118280523639505,"model 5","cvd","q_medianhousevalue 1","ndvi_summer","urban",0.0257657054689678,0.274767457777641,-0.168780378394949,-0.0677806688840614,0.968022799495565,0.954683549213241,0.98154843153574,"0.97 (0.95, 0.98)"
"87",0.0384944480719815,"model 5","cvd","q_medianhousevalue 1","occur_bs_1000m","urban",0.033395184179047,0.0322254268358965,-0.0269589101760324,0.103947806319995,1.00124126975834,0.999131614877331,1.00335537915129,"1 (1, 1)"
"88",-0.0444553942857352,"model 5","cvd","q_medianhousevalue 2","park","urban",0.0205291429536073,0.159118870754791,-0.0846917751082797,-0.00421901346319067,0.992951267535501,0.986614335959634,0.999328900630019,"0.99 (0.99, 1)"
"89",-0.0958686081171057,"model 5","cvd","q_medianhousevalue 2","ndvi_summer","urban",0.0242169996394986,0.274767457777641,-0.143333055224142,-0.048404161010069,0.974002339167622,0.961382179965129,0.98678816445132,"0.97 (0.96, 0.99)"
"90",0.0447567433194236,"model 5","cvd","q_medianhousevalue 2","occur_bs_1000m","urban",0.0223541560162207,0.0322254268358965,0.00094340262284167,0.0885700840160055,1.00144334577957,1.00003040201433,1.00285828589421,"1 (1, 1)"
"91",-0.010884848850857,"model 5","cvd","q_medianhousevalue 3","park","urban",0.0175430446439111,0.159118870754791,-0.045268584532101,0.023498886830387,0.998269514162737,0.992822793996897,1.00374611555284,"1 (0.99, 1)"
"92",-0.0701081263897811,"model 5","cvd","q_medianhousevalue 3","ndvi_summer","urban",0.026238192193874,0.274767457777641,-0.121534038109214,-0.0186822146703481,0.980920922579024,0.967157812620231,0.994879888057223,"0.98 (0.97, 0.99)"
"93",0.0255184177484046,"model 5","cvd","q_medianhousevalue 3","occur_bs_1000m","urban",0.0242954908203895,0.0322254268358965,-0.0220998692462823,0.0731367047430915,1.00082268011993,0.999288075818881,1.00235964110911,"1 (1, 1)"
"94",-0.0271876806493023,"model 5","res","q_medianhousevalue 1","park","urban",0.0366486915693704,0.159118870754791,-0.099017796205785,0.0446424349071804,0.995683270931534,0.984367870248141,1.0071287432035,"1 (0.98, 1.01)"
"95",0.0311780974548071,"model 5","res","q_medianhousevalue 1","ndvi_summer","urban",0.0386038298250669,0.274767457777641,-0.0444840186676372,0.106840213577251,1.00860352598655,0.987851633808129,1.02979135511567,"1.01 (0.99, 1.03)"
"96",0.0160427234210348,"model 5","res","q_medianhousevalue 1","occur_bs_1000m","urban",0.0450491910303412,0.0322254268358965,-0.0722520685310988,0.104337515373168,1.00051711726891,0.997674354764864,1.00336797990966,"1 (1, 1)"
"97",0.0273065794078872,"model 5","res","q_medianhousevalue 2","park","urban",0.0317793150265897,0.159118870754791,-0.0349797334975811,0.0895928923133555,1.00435444524399,0.99444952542813,1.01435802007859,"1 (0.99, 1.01)"
"98",0.0386827078979702,"model 5","res","q_medianhousevalue 2","ndvi_summer","urban",0.0367559334941404,0.274767457777641,-0.0333575979686944,0.110723013764635,1.0106854351201,0.990876293522155,1.0308905919355,"1.01 (0.99, 1.03)"
"99",0.0711354683524949,"model 5","res","q_medianhousevalue 2","occur_bs_1000m","urban",0.0356460461601506,0.0322254268358965,0.00127050168734745,0.141000435017642,1.00229500032172,1.00004094329732,1.00455413791116,"1 (1, 1)"
"100",-0.0114340150105682,"model 5","res","q_medianhousevalue 3","park","urban",0.0257386897410557,0.159118870754791,-0.0618809199122879,0.0390128898911515,0.99818228648922,0.990201895202138,1.00622699460442,"1 (0.99, 1.01)"
"101",0.0210194106627324,"model 5","res","q_medianhousevalue 3","ndvi_summer","urban",0.0393373092830147,0.274767457777641,-0.0560802987806895,0.0981191201061543,1.00579216009721,0.984709070705283,1.02732664845715,"1.01 (0.98, 1.03)"
"102",-0.0307568669131185,"model 5","res","q_medianhousevalue 3","occur_bs_1000m","urban",0.0357531109058345,0.0322254268358965,-0.10083167662382,0.0393179427975833,0.999009337865645,0.996755929586594,1.00126784052008,"1 (1, 1)"
"103",-0.0212349154618063,"model 5","cvd","q_poverty 1","park","urban",0.0196108774410935,0.159118870754791,-0.0596715289515786,0.017201698027966,0.996626826207976,0.990550067613771,1.00274086408389,"1 (0.99, 1)"
"104",-0.144025378956023,"model 5","cvd","q_poverty 1","ndvi_summer","urban",0.0248892847948625,0.274767457777641,-0.192807480754914,-0.0952432771571321,0.961199315518781,0.948401615566015,0.974169707210356,"0.96 (0.95, 0.97)"
"105",-0.00163432114734358,"model 5","cvd","q_poverty 1","occur_bs_1000m","urban",0.0250954718190507,0.0322254268358965,-0.0508205420877228,0.0475518997930357,0.999947334690306,0.998363626660422,1.00153355496228,"1 (1, 1)"
"106",-0.0756765321214781,"model 5","cvd","q_poverty 2","park","urban",0.0259011773718258,0.159118870754791,-0.12644190692744,-0.0249111573155157,0.988030645172912,0.980081749003173,0.996044010403912,"0.99 (0.98, 1)"
"107",-0.0853758318942064,"model 5","cvd","q_poverty 2","ndvi_summer","urban",0.0303272556571316,0.274767457777641,-0.144816160732123,-0.0259355030562899,0.976814511351319,0.960990487763826,0.992899099143855,"0.98 (0.96, 0.99)"
"108",0.0713543750019489,"model 5","cvd","q_poverty 2","occur_bs_1000m","urban",0.0298341336184286,0.0322254268358965,0.0128805475998732,0.129828202404025,1.00230207089663,1.00041516730238,1.0041925334185,"1 (1, 1)"
"109",-0.108745272063849,"model 5","cvd","q_poverty 3","park","urban",0.0289284342784644,0.159118870754791,-0.165443961378773,-0.0520465827489248,0.982845419622638,0.974018232507632,0.991752604452022,"0.98 (0.97, 0.99)"
"110",0.0529552127435179,"model 5","cvd","q_poverty 3","ndvi_summer","urban",0.0337983163599853,0.274767457777641,-0.0132882700601442,0.11919869554718,1.01465674109397,0.996355473285267,1.03329417045583,"1.01 (1, 1.03)"
"111",0.0921561102631503,"model 5","cvd","q_poverty 3","occur_bs_1000m","urban",0.0347263269685576,0.0322254268358965,0.0240937600894154,0.160218460436885,1.00297418412423,1.00077673320408,1.00517646008716,"1 (1, 1.01)"
"112",0.00322271374191714,"model 5","res","q_poverty 1","park","urban",0.0286122205784536,0.159118870754791,-0.0528562081095677,0.059301635593402,1.00051292607299,0.991624848492797,1.0094806687838,"1 (0.99, 1.01)"
"113",0.0451669209226447,"model 5","res","q_poverty 1","ndvi_summer","urban",0.0350599456296719,0.274767457777641,-0.0235493098114447,0.113883151656734,1.01248772861385,0.99355030515999,1.03178610611827,"1.01 (0.99, 1.03)"
"114",0.0186873269959323,"model 5","res","q_poverty 1","occur_bs_1000m","urban",0.0344285154969432,0.0322254268358965,-0.0487913234192555,0.0861659774111201,1.00060238845196,0.998428914226348,1.00278059410125,"1 (1, 1)"
"115",-0.0465637224691859,"model 5","res","q_poverty 2","park","urban",0.0314046366018846,0.159118870754791,-0.108115679156448,0.0149882342180762,0.99261821327666,0.982943886119417,1.00238775706556,"0.99 (0.98, 1)"
"116",0.102898306478199,"model 5","res","q_poverty 2","ndvi_summer","urban",0.0369983747236803,0.274767457777641,0.0303828245332686,0.175413788423129,1.02867658389207,1.00838315494523,1.04937841242036,"1.03 (1.01, 1.05)"
"117",0.0783931620964025,"model 5","res","q_poverty 2","occur_bs_1000m","urban",0.0382409938857798,0.0322254268358965,0.00344219134725771,0.153344132845547,1.00252944677573,1.00011093223794,1.00495380987729,"1 (1, 1)"
"118",-0.084457955625074,"model 5","res","q_poverty 3","park","urban",0.043591847254231,0.159118870754791,-0.169896406262938,0.000980495012789989,0.986651043719752,0.973328416141736,1.00015602743023,"0.99 (0.97, 1)"
"119",0.100358817930548,"model 5","res","q_poverty 3","ndvi_summer","urban",0.0460036574269554,0.274767457777641,0.0101933062165969,0.190524329644499,1.02795905581737,1.00280471470886,1.05374436810832,"1.03 (1, 1.05)"
"120",0.0273241468542519,"model 5","res","q_poverty 3","occur_bs_1000m","urban",0.0490801760475019,0.0322254268358965,-0.0688712305537372,0.123519524262241,1.00088092007768,0.997783056256497,1.00398840198186,"1 (1, 1)"
